key,Sexe,AnneeNaissance,CSP,AgeDec,ClubJDR,NbJeuJoue,FreqJeu,DureeMoyPartie,PJMJ,Conv,AchatJDR,NbUniversAchat,NbOuvrageAche,DpnsAnnull
2363,F,1991-1995,En recherche d'emploi,15-16,Oui,11-20,1/semaine,5-6 h ,Les 2,Oui,Oui,2-5,2 ou 3,20-50 
2365,F,1976-1980,Employe,19-20,Oui,11-20,3/an,5-6 h ,PJ,Oui,Oui,2-5,2 ou 3,20 
2367,H,1971-1975,Cadre +,11-12,Oui,21+,Je ne joue plus vraiment,3-4 h ,Les 2,Non,Oui,16+,51+,20 
2368,H,1991-1995,Etudiant,19-20,Oui,6-10,1/semaine,5-6 h ,PJ,Oui,Non,0,0,0
2369,H,1981-1985,Employe,15-16,Non,2-5,Je ne joue plus vraiment,7 h +,Les 2,Non,Oui,2-5,7-10,50-100 
2370,H,1981-1985,Cadre +,10,Oui,2-5,Je ne joue plus vraiment,5-6 h ,PJ,Oui,Oui,1,21-30,20 
2372,H,1976-1980,Employe,31-40,Non,2-5,1/mois,3-4 h ,Les 2,Oui,Oui,2-5,2 ou 3,20-50 
2373,H,1976-1980,Cadre +,13-14,Non,11-20,3/an,5-6 h ,Les 2,Non,Oui,6-10,51+,20-50 
2374,H,1991-1995,Etudiant,11-12,Oui,21+,3/an,5-6 h ,Les 2,Oui,Oui,6-10,31-50,200-500 
2375,H,1991-1995,Etudiant,11-12,Oui,21+,3/an,5-6 h ,Les 2,Oui,Oui,6-10,31-50,200-500 
2376,H,1981-1985,Employe,11-12,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,6-10,16-20,50-100 
2377,H,1971-1975,Cadre +,11-12,Oui,21+,Je ne joue plus vraiment,7 h +,Les 2,Non,Oui,6-10,31-50,20 
2378,F,1991-1995,Etudiant,11-12,Non,2-5,3/an,5-6 h ,PJ,Oui,Non,0,0,0
2379,H,1971-1975,Cadre +,11-12,Oui,11-20,2/mois,5-6 h ,Les 2,Non,Oui,6-10,51+,50-100 
2380,F,1976-1980,Cadre +,19-20,Non,11-20,3/an,3-4 h ,Les 2,Non,Oui,2-5,7-10,20 
2382,F,1986-1990,Travailleur independant,19-20,Oui,21+,3/an,5-6 h ,Les 2,Oui,Oui,2-5,7-10,20 
2383,H,1981-1985,Employe,15-16,Non,6-10,1/mois,3-4 h ,PJ,Oui,Oui,2-5,7-10,20 
2384,H,1976-1980,Cadre +,15-16,Oui,21+,1/semaine,7 h +,Les 2,Oui,Oui,6-10,31-50,200-500 
2385,H,1976-1980,Employe,15-16,Oui,21+,3/an,5-6 h ,Les 2,Oui,Oui,2-5,21-30,20-50 
2386,H,1981-1985,Cadre +,15-16,Non,6-10,1/mois,7 h +,Les 2,Non,Oui,6-10,16-20,50-100 
2387,F,1981-1985,Employe,17-18,Oui,11-20,2/mois,5-6 h ,PJ,Non,Oui,2-5,2 ou 3,20 
2389,H,1971-1975,Employe,10,Oui,21+,Je ne joue plus vraiment,7 h +,Les 2,Non,Oui,11-15,16-20,20 
2390,H,1971-1975,Employe,11-12,Oui,21+,Je ne joue plus vraiment,7 h +,Les 2,Non,Oui,2-5,31-50,20-50 
2392,H,1966-1970,Employe,15-16,Oui,21+,2/mois,3-4 h ,Les 2,Non,Oui,16+,51+,50-100 
2393,H,1976-1980,Ouvrier,15-16,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,16+,51+,100-200 
2394,H,1981-1985,Cadre +,11-12,Oui,21+,2/mois,3-4 h ,Les 2,Oui,Oui,2-5,16-20,20-50 
2395,H,1976-1980,Profession intermediaire,11-12,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,6-10,31-50,20 
2397,H,1986-1990,Cadre +,17-18,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,6-10,21-30,100-200 
2400,F,1976-1980,Employe,17-18,Oui,21+,1/mois,7 h +,Les 2,Oui,Oui,16+,51+,100-200 
2401,H,1981-1985,Employe,13-14,Non,11-20,1/mois,3-4 h ,Les 2,Non,Oui,6-10,31-50,20 
2402,H,1976-1980,Employe,13-14,Oui,21+,1/mois,5-6 h ,Les 2,Oui,Oui,11-15,51+,100-200 
2403,H,1971-1975,Employe,11-12,Oui,21+,1/semaine,3-4 h ,Les 2,Oui,Oui,16+,51+,200-500 
2404,H,1981-1985,Travailleur independant,21-22,Non,6-10,Je ne joue plus vraiment,Le week end,Les 2,Non,Oui,2-5,1,20 
2405,H,1981-1985,Profession intermediaire,17-18,Oui,6-10,2/mois,3-4 h ,Les 2,Oui,Oui,2-5,11-15,50-100 
2406,H,1981-1985,Employe,11-12,Non,11-20,Je ne joue plus vraiment,5-6 h ,Les 2,Non,Oui,6-10,31-50,50-100 
2407,H,1981-1985,Travailleur independant,15-16,Oui,2-5,2/mois,5-6 h ,Les 2,Non,Oui,2-5,7-10,20 
2408,H,1986-1990,En recherche d'emploi,17-18,Non,6-10,1/an,5-6 h ,PJ,Non,Non,0,0,0
2412,H,1971-1975,Employe,13-14,Oui,21+,3/an,5-6 h ,Les 2,Oui,Oui,11-15,31-50,50-100 
2413,H,1981-1985,Employe,15-16,Oui,11-20,3/an,5-6 h ,Les 2,Non,Oui,2-5,16-20,20-50 
2415,H,1971-1975,Cadre +,13-14,Non,21+,3/an,5-6 h ,Les 2,Non,Oui,16+,51+,200-500 
2417,H,1976-1980,Employe,10,Oui,11-20,1/mois,5-6 h ,MJ,Oui,Oui,6-10,51+,100-200 
2419,H,1981-1985,Employe,17-18,Oui,2-5,2/mois,Le week end,Les 2,Non,Oui,1,7-10,20 
2421,H,1981-1985,Employe,13-14,Oui,21+,1/semaine,3-4 h ,Les 2,Oui,Oui,11-15,31-50,100-200 
2423,H,1991-1995,Etudiant,19-20,Oui,6-10,2/mois,3-4 h ,Les 2,Oui,Oui,2-5,4-6,50-100 
2425,H,1981-1985,Employe,10,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,16+,51+,200-500 
2426,F,1981-1985,Profession intermediaire,13-14,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,16+,51+,100-200 
2427,H,1976-1980,Cadre +,11-12,Non,21+,2/mois,3-4 h ,Les 2,Oui,Oui,16+,51+,20 
2429,H,1971-1975,Cadre +,11-12,Non,2-5,1/mois,5-6 h ,Les 2,Non,Oui,2-5,21-30,500+ 
2431,F,1991-1995,Etudiant,17-18,Oui,6-10,1/mois,5-6 h ,Les 2,Oui,Oui,2-5,2 ou 3,50-100 
2432,H,1971-1975,Employe,15-16,Oui,21+,1/an,7 h +,MJ,Non,Oui,16+,51+,20 
2433,H,1976-1980,Employe,13-14,Non,11-20,3/an,5-6 h ,Les 2,Non,Oui,2-5,7-10,50-100 
2434,H,1976-1980,Profession intermediaire,15-16,Oui,21+,1/mois,3-4 h ,Les 2,Oui,Oui,11-15,51+,200-500 
2435,H,1971-1975,Cadre +,11-12,Non,2-5,1/mois,5-6 h ,Les 2,Non,Oui,2-5,21-30,500+ 
2436,H,1971-1975,Cadre +,15-16,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,16+,51+,500+ 
2437,F,1986-1990,Etudiant,17-18,Non,21+,1/semaine,3-4 h ,Les 2,Oui,Oui,16+,51+,200-500 
2439,H,1981-1985,Cadre +,10,Oui,6-10,Je ne joue plus vraiment,5-6 h ,Les 2,Non,Oui,2-5,7-10,20 
2440,H,1981-1985,Employe,11-12,Oui,6-10,Je ne joue plus vraiment,5-6 h ,Les 2,Non,Oui,6-10,11-15,20 
2442,H,1981-1985,Ouvrier,11-12,Non,11-20,2/mois,5-6 h ,Les 2,Oui,Oui,6-10,16-20,100-200 
2443,H,1971-1975,Cadre +,11-12,Non,2-5,1/mois,5-6 h ,Les 2,Non,Oui,2-5,21-30,500+ 
2444,H,1976-1980,En recherche d'emploi,10,Oui,21+,1/semaine,7 h +,Les 2,Oui,Oui,16+,51+,200-500 
2445,F,1976-1980,Cadre +,15-16,Oui,2-5,1/mois,5-6 h ,PJ,Oui,Oui,2-5,4-6,20 
2448,H,1971-1975,Employe,15-16,Oui,21+,2/mois,5-6 h ,Les 2,Non,Oui,6-10,51+,200-500 
2449,H,1966-1970,Employe,13-14,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,16+,51+,500+ 
2450,H,1976-1980,Employe,15-16,Non,2-5,Je ne joue plus vraiment,5-6 h ,Les 2,Non,Oui,2-5,11-15,20 
2451,H,1971-1975,Employe,11-12,Oui,21+,2/mois,5-6 h ,Les 2,Non,Oui,16+,51+,500+ 
2453,H,1971-1975,Cadre +,19-20,Oui,11-20,3/an,5-6 h ,Les 2,Oui,Oui,2-5,21-30,20-50 
2455,H,1976-1980,Employe,13-14,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,16+,51+,100-200 
2457,H,1991-1995,Employe,11-12,Oui,21+,Je ne joue plus vraiment,3-4 h ,Les 2,Oui,Oui,2-5,16-20,20 
2458,H,1991-1995,Etudiant,15-16,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,16+,31-50,200-500 
2459,H,1986-1990,En recherche d'emploi,17-18,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,6-10,16-20,100-200 
2460,H,1966-1970,Employe,17-18,Oui,21+,3/an,3-4 h ,Les 2,Non,Oui,11-15,51+,20 
2461,H,1971-1975,Travailleur independant,10,Non,21+,2/mois,3-4 h ,Les 2,Oui,Oui,11-15,31-50,20-50 
2462,H,1986-1990,Profession intermediaire,13-14,Non,11-20,3/an,7 h +,Les 2,Non,Oui,11-15,51+,100-200 
2463,H,1976-1980,Cadre +,10,Oui,21+,1/semaine,5-6 h ,PJ,Non,Oui,1,1,20 
2466,H,1966-1970,Cadre +,15-16,Oui,21+,3/an,7 h +,MJ,Non,Oui,11-15,51+,200-500 
2467,F,1991-1995,Employe,11-12,Oui,6-10,3/an,5-6 h ,MJ,Oui,Oui,2-5,21-30,50-100 
2470,H,1981-1985,Employe,13-14,Oui,21+,1/mois,5-6 h ,Les 2,Oui,Oui,16+,31-50,200-500 
2471,H,1986-1990,Cadre +,19-20,Non,2-5,3/an,5-6 h ,PJ,Non,Non,0,0,0
2472,H,1986-1990,Etudiant,19-20,Oui,6-10,2/mois,5-6 h ,PJ,Oui,Oui,2-5,7-10,50-100 
2473,H,1981-1985,Employe,13-14,Oui,6-10,1/semaine,3-4 h ,PJ,Oui,Oui,2-5,4-6,20 
2474,H,1986-1990,Sans activite,19-20,Oui,21+,1/semaine,3-4 h ,Les 2,Oui,Oui,11-15,21-30,100-200 
2475,H,1966-1970,En recherche d'emploi,21-22,Oui,6-10,1/mois,5-6 h ,MJ,Non,Oui,6-10,21-30,100-200 
2477,H,1986-1990,Travailleur independant,13-14,Oui,6-10,1/mois,5-6 h ,Les 2,Oui,Oui,2-5,4-6,100-200 
2478,H,1976-1980,Cadre +,10,Oui,11-20,3/an,5-6 h ,Les 2,Oui,Oui,6-10,51+,20-50 
2479,H,1971-1975,Employe,10,Oui,21+,3/an,5-6 h ,Les 2,Oui,Oui,16+,31-50,20-50 
2480,H,1981-1985,Cadre +,11-12,Non,11-20,1/mois,7 h +,Les 2,Non,Oui,11-15,51+,500+ 
2482,H,1991-1995,Employe,11-12,Non,6-10,1/semaine,3-4 h ,Les 2,Non,Non,0,0,0
2485,H,1971-1975,Employe,13-14,Oui,21+,1/an,5-6 h ,Les 2,Non,Oui,16+,51+,20-50 
2486,H,1976-1980,Cadre +,13-14,Non,11-20,Je ne joue plus vraiment,5-6 h ,Les 2,Oui,Oui,16+,51+,100-200 
2488,H,1971-1975,Employe,11-12,Non,21+,1/mois,3-4 h ,Les 2,Non,Oui,6-10,31-50,50-100 
2491,H,1981-1985,Employe,19-20,Non,6-10,Je ne joue plus vraiment,3-4 h ,Les 2,Non,Oui,2-5,16-20,50-100 
2492,H,1996-2000,Etudiant,11-12,Oui,6-10,1/mois,3-4 h ,Les 2,Oui,Non,0,0,0
2494,H,1971-1975,Travailleur independant,13-14,Non,11-20,1/mois,7 h +,Les 2,Non,Oui,6-10,51+,200-500 
2495,H,1976-1980,Employe,15-16,Non,2-5,1/mois,5-6 h ,Les 2,Non,Oui,2-5,2 ou 3,20-50 
2497,F,1976-1980,Travailleur independant,17-18,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,16+,51+,200-500 
2498,F,1981-1985,Cadre +,23-24,Non,2-5,1/semaine,3-4 h ,PJ,Non,Non,0,0,0
2500,F,1981-1985,Profession intermediaire,17-18,Non,11-20,2/mois,5-6 h ,PJ,Oui,Oui,1,4-6,100-200 
2501,H,1976-1980,Cadre +,15-16,Non,2-5,Je ne joue plus vraiment,5-6 h ,MJ,Oui,Oui,11-15,16-20,20-50 
2503,H,1976-1980,Employe,11-12,Non,21+,1/mois,7 h +,Les 2,Non,Oui,6-10,51+,100-200 
2504,H,1971-1975,Cadre +,15-16,Non,21+,1/mois,3-4 h ,Les 2,Non,Oui,16+,51+,500+ 
2505,H,1971-1975,Cadre +,17-18,Oui,2-5,1/semaine,3-4 h ,Les 2,Oui,Oui,2-5,7-10,20-50 
2506,H,1976-1980,Cadre +,13-14,Oui,21+,Je ne joue plus vraiment,7 h +,Les 2,Non,Oui,16+,51+,100-200 
2507,H,1966-1970,Cadre +,11-12,Oui,21+,1/semaine,3-4 h ,Les 2,Oui,Oui,16+,51+,500+ 
2509,H,1981-1985,Cadre +,15-16,Oui,21+,3/an,5-6 h ,Les 2,Oui,Oui,16+,51+,50-100 
2511,H,1986-1990,Employe,15-16,Oui,2-5,1/mois,3-4 h ,PJ,Non,Oui,2-5,2 ou 3,20-50 
2512,H,1971-1975,Travailleur independant,10,Non,6-10,3/an,3-4 h ,PJ,Non,Oui,2-5,11-15,100-200 
2513,F,1986-1990,En recherche d'emploi,21-22,Oui,6-10,1/mois,3-4 h ,PJ,Non,Oui,2-5,2 ou 3,50-100 
2514,H,1971-1975,Employe,15-16,Oui,11-20,3/an,5-6 h ,PJ,Oui,Oui,2-5,11-15,20 
2516,H,1981-1985,Cadre +,10,Non,11-20,1/an,Le week end,Les 2,Non,Oui,6-10,51+,100-200 
2517,H,1986-1990,En recherche d'emploi,13-14,Non,11-20,2/mois,3-4 h ,Les 2,Non,Oui,1,4-6,20 
2518,H,1971-1975,Employe,19-20,Non,11-20,Je ne joue plus vraiment,Le week end,PJ,Non,Oui,2-5,1,20 
2519,H,1971-1975,Travailleur independant,15-16,Oui,2-5,Je ne joue plus vraiment,5-6 h ,MJ,Non,Oui,2-5,21-30,20 
2520,H,1981-1985,Cadre +,15-16,Oui,21+,1/semaine,3-4 h ,PJ,Oui,Oui,2-5,11-15,100-200 
2523,H,1976-1980,Cadre +,13-14,Non,11-20,1/mois,5-6 h ,PJ,Oui,Oui,2-5,51+,50-100 
2524,F,1981-1985,Employe,15-16,Oui,11-20,2/mois,3-4 h ,Les 2,Oui,Oui,11-15,21-30,50-100 
2525,H,1981-1985,Employe,13-14,Non,6-10,1/an,3-4 h ,Les 2,Non,Oui,2-5,21-30,20 
2526,H,1971-1975,Profession intermediaire,15-16,Oui,11-20,1/semaine,3-4 h ,Les 2,Oui,Oui,2-5,16-20,100-200 
2527,H,1986-1990,En recherche d'emploi,15-16,Oui,11-20,1/semaine,5-6 h ,Les 2,Oui,Oui,6-10,31-50,100-200 
2528,H,1981-1985,Cadre +,11-12,Non,11-20,1/semaine,3-4 h ,Les 2,Non,Oui,2-5,11-15,50-100 
2531,H,1991-1995,Etudiant,17-18,Oui,2-5,1/mois,5-6 h ,Les 2,Oui,Non,0,0,0
2532,H,1981-1985,Cadre +,10,Non,11-20,2/mois,3-4 h ,Les 2,Non,Oui,2-5,11-15,50-100 
2534,H,1976-1980,Cadre +,11-12,Oui,2-5,1/semaine,3-4 h ,Les 2,Non,Oui,2-5,4-6,200-500 
2537,H,1971-1975,Cadre +,15-16,Oui,21+,Je ne joue plus vraiment,7 h +,Les 2,Oui,Oui,6-10,31-50,20 
2538,H,1961-1965,Cadre +,15-16,Oui,21+,Je ne joue plus vraiment,5-6 h ,Les 2,Non,Oui,2-5,51+,20 
2539,H,1971-1975,Cadre +,13-14,Non,6-10,1/mois,3-4 h ,MJ,Non,Oui,2-5,31-50,200-500 
2540,H,1996-2000,Etudiant,13-14,Non,2-5,1/semaine,3-4 h ,MJ,Oui,Oui,1,2 ou 3,20-50 
2541,H,1991-1995,Etudiant,17-18,Oui,2-5,Je ne joue plus vraiment,3-4 h ,PJ,Oui,Non,0,0,0
2542,H,1986-1990,Employe,17-18,Oui,11-20,1/semaine,5-6 h ,Les 2,Oui,Oui,16+,51+,100-200 
2543,F,1976-1980,Cadre +,17-18,Oui,21+,1/mois,5-6 h ,Les 2,Oui,Oui,6-10,31-50,50-100 
2544,H,1991-1995,Etudiant,13-14,Oui,21+,3/an,5-6 h ,Les 2,Oui,Oui,2-5,7-10,20-50 
2545,H,1971-1975,Profession intermediaire,11-12,Oui,11-20,1/mois,5-6 h ,Les 2,Oui,Oui,2-5,16-20,50-100 
2546,H,1976-1980,Employe,11-12,Non,6-10,1/semaine,3-4 h ,Les 2,Non,Oui,6-10,51+,200-500 
2552,H,1971-1975,Cadre +,15-16,Oui,11-20,1/mois,3-4 h ,Les 2,Non,Oui,6-10,51+,100-200 
2553,H,1976-1980,Employe,13-14,Non,11-20,1/semaine,3-4 h ,Les 2,Oui,Oui,11-15,51+,500+ 
2554,H,1976-1980,Cadre +,15-16,Oui,6-10,1/mois,5-6 h ,Les 2,Non,Oui,6-10,31-50,100-200 
2555,H,1966-1970,Employe,15-16,Oui,21+,1/mois,7 h +,Les 2,Non,Oui,16+,31-50,500+ 
2556,H,1961-1965,En recherche d'emploi,15-16,Oui,21+,3/an,5-6 h ,Les 2,Oui,Oui,11-15,21-30,20-50 
2557,H,1971-1975,Cadre +,11-12,Non,21+,Je ne joue plus vraiment,7 h +,MJ,Oui,Oui,16+,51+,200-500 
2558,H,1976-1980,Cadre +,13-14,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,16+,51+,500+ 
2559,H,1971-1975,Cadre +,17-18,Oui,21+,2/mois,5-6 h ,Les 2,Non,Oui,2-5,11-15,20-50 
2562,H,1981-1985,Cadre +,15-16,Non,11-20,1/mois,7 h +,Les 2,Oui,Oui,2-5,21-30,20-50 
2563,H,1976-1980,Cadre +,13-14,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,16+,51+,500+ 
2568,H,1981-1985,Cadre +,15-16,Oui,11-20,3/an,5-6 h ,MJ,Oui,Oui,2-5,4-6,20 
2569,H,1976-1980,Ouvrier,25-30,Oui,21+,1/semaine,3-4 h ,Les 2,Non,Oui,2-5,16-20,20 
2570,F,1981-1985,Cadre +,19-20,Oui,6-10,1/mois,3-4 h ,PJ,Non,Oui,2-5,7-10,20-50 
2571,H,1986-1990,Travailleur independant,17-18,Non,6-10,1/mois,3-4 h ,Les 2,Oui,Oui,1,7-10,20-50 
2572,H,1981-1985,Cadre +,17-18,Oui,11-20,1/mois,3-4 h ,MJ,Non,Oui,16+,51+,100-200 
2573,H,1976-1980,Cadre +,13-14,Oui,11-20,3/an,3-4 h ,Les 2,Oui,Oui,6-10,21-30,100-200 
2574,H,1976-1980,Employe,13-14,Non,11-20,3/an,5-6 h ,Les 2,Oui,Oui,11-15,51+,50-100 
2575,H,1976-1980,Travailleur independant,13-14,Non,11-20,1/mois,5-6 h ,MJ,Non,Oui,16+,51+,200-500 
2577,F,1976-1980,Etudiant,25-30,Non,6-10,3/an,3-4 h ,PJ,Non,Oui,1,1,20 
2578,H,1976-1980,Cadre +,11-12,Oui,21+,2/mois,3-4 h ,MJ,Oui,Oui,11-15,51+,500+ 
2579,H,1981-1985,Cadre +,13-14,Non,6-10,1/an,3-4 h ,Les 2,Oui,Oui,11-15,31-50,50-100 
2581,H,1981-1985,Cadre +,21-22,Oui,11-20,1/semaine,3-4 h ,Les 2,Non,Oui,6-10,51+,500+ 
2582,H,1971-1975,Cadre +,11-12,Oui,21+,1/mois,5-6 h ,Les 2,Oui,Oui,16+,51+,500+ 
2583,H,1986-1990,Cadre +,17-18,Oui,2-5,1/mois,1-2 h ,PJ,Non,Non,0,0,0
2584,F,1986-1990,Employe,21-22,Oui,2-5,1/mois,3-4 h ,PJ,Oui,Oui,2-5,2 ou 3,50-100 
2585,H,1966-1970,Profession intermediaire,11-12,Oui,21+,2/mois,5-6 h ,Les 2,Non,Oui,6-10,51+,100-200 
2586,H,1976-1980,En recherche d'emploi,11-12,Oui,11-20,3/an,5-6 h ,Les 2,Oui,Oui,2-5,2 ou 3,50-100 
2587,H,1971-1975,Employe,13-14,Oui,21+,2/mois,5-6 h ,PJ,Non,Oui,16+,51+,100-200 
2588,H,1981-1985,Cadre +,13-14,Oui,6-10,Je ne joue plus vraiment,7 h +,PJ,Oui,Oui,2-5,7-10,20 
2589,H,1986-1990,Etudiant,15-16,Oui,2-5,1/mois,5-6 h ,Les 2,Non,Oui,1,1,20 
2590,H,1981-1985,Cadre +,19-20,Non,11-20,3/an,7 h +,PJ,Non,Oui,2-5,7-10,50-100 
2591,H,1971-1975,Cadre +,11-12,Non,6-10,Je ne joue plus vraiment,7 h +,Les 2,Non,Oui,2-5,21-30,20 
2594,H,1996-2000,Etudiant,15-16,Non,1,1/semaine,3-4 h ,Les 2,Non,Non,0,0,0
2597,H,1981-1985,Cadre +,11-12,Non,21+,2/mois,3-4 h ,Les 2,Non,Oui,16+,51+,200-500 
2598,H,1976-1980,Cadre +,13-14,Oui,6-10,1/an,3-4 h ,Les 2,Non,Oui,16+,4-6,20 
2600,H,1971-1975,Cadre +,17-18,Oui,11-20,1/an,5-6 h ,Les 2,Oui,Oui,11-15,51+,20-50 
2601,H,1981-1985,Cadre +,19-20,Non,6-10,1/mois,5-6 h ,Les 2,Non,Oui,2-5,21-30,200-500 
2602,H,1981-1985,Employe,19-20,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,6-10,7-10,200-500 
2603,H,1991-1995,Etudiant,13-14,Oui,11-20,1/semaine,3-4 h ,Les 2,Oui,Oui,1,7-10,50-100 
2604,H,1971-1975,Travailleur independant,11-12,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,16+,51+,500+ 
2605,H,1971-1975,Cadre +,13-14,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,6-10,21-30,100-200 
2606,H,1976-1980,Cadre +,13-14,Non,6-10,1/an,7 h +,Les 2,Non,Oui,2-5,21-30,200-500 
2608,F,1996-2000,Etudiant,15-16,Oui,6-10,1/semaine,5-6 h ,Les 2,Oui,Non,0,0,0
2609,H,1971-1975,Cadre +,11-12,Oui,21+,1/an,Le week end,Les 2,Non,Oui,16+,51+,100-200 
2610,H,1981-1985,Cadre +,11-12,Non,11-20,3/an,5-6 h ,Les 2,Non,Oui,2-5,21-30,100-200 
2611,H,1971-1975,En recherche d'emploi,11-12,Non,21+,2/mois,7 h +,Les 2,Non,Oui,16+,51+,500+ 
2612,H,1976-1980,Cadre +,10,Non,21+,1/mois,5-6 h ,Les 2,Non,Oui,6-10,51+,20 
2613,H,1991-1995,Etudiant,13-14,Oui,6-10,3/an,5-6 h ,Les 2,Non,Oui,11-15,31-50,200-500 
2614,H,1976-1980,Employe,10,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,16+,51+,500+ 
2616,H,1976-1980,Employe,13-14,Oui,21+,1/mois,5-6 h ,Les 2,Non,Oui,2-5,51+,50-100 
2617,H,1981-1985,Cadre +,13-14,Non,6-10,Je ne joue plus vraiment,7 h +,PJ,Oui,Oui,1,1,20 
2618,H,1981-1985,Employe,17-18,Oui,6-10,1/semaine,3-4 h ,Les 2,Oui,Oui,6-10,16-20,50-100 
2619,H,1971-1975,Cadre +,13-14,Non,2-5,3/an,3-4 h ,Les 2,Oui,Oui,2-5,11-15,20 
2620,H,1981-1985,Cadre +,13-14,Non,2-5,Je ne joue plus vraiment,3-4 h ,Les 2,Non,Non,0,0,0
2621,H,1981-1985,Employe,15-16,Oui,21+,1/semaine,7 h +,Les 2,Oui,Oui,6-10,51+,50-100 
2622,H,1981-1985,Cadre +,19-20,Non,2-5,1/an,5-6 h ,Les 2,Non,Oui,2-5,7-10,100-200 
2623,F,1986-1990,En recherche d'emploi,21-22,Non,2-5,1/semaine,5-6 h ,PJ,Non,Oui,1,1,20-50 
2624,H,1976-1980,Cadre +,15-16,Non,11-20,1/mois,5-6 h ,Les 2,Non,Oui,11-15,31-50,200-500 
2625,H,1981-1985,Employe,11-12,Non,21+,Je ne joue plus vraiment,7 h +,Les 2,Oui,Oui,16+,51+,200-500 
2627,H,1971-1975,Cadre +,11-12,Non,21+,1/an,Le week end,Les 2,Non,Oui,6-10,51+,50-100 
2629,H,1981-1985,Cadre +,11-12,Oui,21+,1/semaine,3-4 h ,Les 2,Oui,Oui,16+,51+,200-500 
2631,H,1976-1980,Cadre +,10,Non,21+,3/an,5-6 h ,PJ,Non,Oui,6-10,7-10,20 
2633,H,1971-1975,Cadre +,15-16,Non,11-20,Je ne joue plus vraiment,1-2 h ,MJ,Non,Oui,2-5,4-6,20-50 
2634,H,1976-1980,Employe,13-14,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,6-10,7-10,50-100 
2635,H,1971-1975,Employe,15-16,Non,21+,1/semaine,7 h +,Les 2,Non,Oui,16+,51+,100-200 
2637,H,1966-1970,Ouvrier,13-14,Oui,11-20,1/mois,7 h +,Les 2,Oui,Oui,16+,51+,100-200 
2638,H,1971-1975,Cadre +,11-12,Non,21+,Je ne joue plus vraiment,7 h +,Les 2,Non,Oui,16+,51+,20 
2639,H,1976-1980,Travailleur independant,13-14,Non,21+,3/an,5-6 h ,Les 2,Oui,Oui,11-15,51+,100-200 
2641,H,1981-1985,Employe,13-14,Oui,11-20,Je ne joue plus vraiment,3-4 h ,Les 2,Oui,Oui,2-5,21-30,100-200 
2642,H,1996-2000,Etudiant,13-14,Oui,6-10,1/semaine,7 h +,Les 2,Non,Oui,1,1,20-50 
2644,H,1976-1980,Cadre +,13-14,Oui,6-10,Je ne joue plus vraiment,3-4 h ,Les 2,Oui,Oui,11-15,51+,100-200 
2645,H,1986-1990,Cadre +,15-16,Non,2-5,Je ne joue plus vraiment,5-6 h ,MJ,Non,Oui,2-5,21-30,20-50 
2646,H,1986-1990,Etudiant,13-14,Oui,11-20,1/semaine,7 h +,Les 2,Oui,Oui,2-5,21-30,50-100 
2647,F,1996-2000,Etudiant,10,Oui,2-5,2/mois,5-6 h ,Les 2,Oui,Oui,2-5,4-6,20-50 
2648,H,1981-1985,Cadre +,15-16,Non,11-20,Je ne joue plus vraiment,5-6 h ,Les 2,Non,Oui,1,4-6,20 
2649,H,1976-1980,Cadre +,11-12,Oui,21+,1/an,5-6 h ,Les 2,Oui,Oui,16+,51+,200-500 
2650,H,1971-1975,En recherche d'emploi,11-12,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,2-5,31-50,20 
2651,H,1966-1970,Cadre +,13-14,Non,6-10,3/an,3-4 h ,MJ,Non,Oui,6-10,16-20,100-200 
2652,H,1966-1970,Cadre +,13-14,Non,11-20,1/mois,3-4 h ,MJ,Non,Oui,11-15,51+,200-500 
2654,H,1976-1980,Cadre +,17-18,Oui,6-10,2/mois,5-6 h ,MJ,Oui,Oui,2-5,7-10,50-100 
2655,H,1976-1980,Cadre +,13-14,Non,11-20,3/an,5-6 h ,Les 2,Non,Oui,11-15,7-10,20-50 
2656,H,1971-1975,Travailleur independant,13-14,Oui,11-20,Je ne joue plus vraiment,5-6 h ,Les 2,Non,Oui,2-5,31-50,20-50 
